address,type,rent,beds,baths,sqft,Location,Area
"Block D, Bashundhara R-A, Dhaka",Apartment,40000.0,3 ,3 ,"1,300 ",Dhaka,Bashundhara R-A
"Block A, Sat Masjid Housing, Mohammadpur, Dhaka",Apartment,14000.0,2 ,2 ,800 ,Dhaka,Mohammadpur
"Jalalabad Housing Society, West Khulshi, 9 No. North Pahartali Ward, Chattogram",Apartment,20000.0,3 ,3 ,"1,250 ",Chattogram,9 No. North Pahartali Ward
"Kallyanpur, Mirpur, Dhaka",Apartment,12500.0,2 ,2 ,850 ,Dhaka,Mirpur
"PC Culture Housing, Mohammadpur, Dhaka",Apartment,20000.0,3 ,3 ,"1,300 ",Dhaka,Mohammadpur
"Tejgaon, Dhaka",Apartment,31000.0,3 ,4 ,"1,400 ",Dhaka,Tejgaon
"Eskaton, Dhaka",Apartment,50000.0,3 ,3 ,"1,984 ",Dhaka,Eskaton
"Uttar Namapara, Namapara, Khilkhet, Dhaka",Apartment,12000.0,2 ,2 ,650 ,Dhaka,Khilkhet
"Block K, Bashundhara R-A, Dhaka",Apartment,28000.0,3 ,3 ,"1,450 ",Dhaka,Bashundhara R-A
"Road No 1, Jalalabad Housing Society, Chattogram",Apartment,20000.0,3 ,3 ,"1,450 ",Chattogram,Jalalabad Housing Society
"Shiddheswari, Dhaka",Apartment,70000.0,4 ,4 ,"2,500 ",Dhaka,Shiddheswari
"14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram",Apartment,19000.0,3 ,2 ,"1,500 ",Chattogram,Lal Khan Bazaar
"Block A, Bashundhara R-A, Dhaka",Apartment,23000.0,3 ,3 ,"1,400 ",Dhaka,Bashundhara R-A
"Banani, Dhaka",Apartment,130000.0,3 ,4 ,"2,000 ",Dhaka,Banani
"Rajabazar, Tejgaon, Dhaka",Apartment,40000.0,3 ,3 ,"1,700 ",Dhaka,Tejgaon
"Road No 2, Sector 6, Uttara, Dhaka",Building,1000000.0,21 ,10 ,"16,100 ",Dhaka,Uttara
"Badurtala, Sholokbahar, Chattogram",Apartment,14000.0,2 ,2 ,900 ,Chattogram,Sholokbahar
"Banani, Dhaka",Apartment,80000.0,3 ,3 ,"1,700 ",Dhaka,Banani
"Middle Paikpara, Mirpur, Dhaka",Apartment,18000.0,3 ,2 ,"1,050 ",Dhaka,Mirpur
"Kallyanpur, Mirpur, Dhaka",Apartment,20000.0,3 ,3 ,"1,250 ",Dhaka,Mirpur
"Sector 7, Uttara, Dhaka",Apartment,40000.0,3 ,3 ,"1,600 ",Dhaka,Uttara
"Tejgaon, Dhaka",Apartment,18000.0,2 ,2 ,800 ,Dhaka,Tejgaon
"Mohammadia Housing Society, Mohammadpur, Dhaka",Apartment,19000.0,3 ,2 ,"1,000 ",Dhaka,Mohammadpur
"Block A, Bashundhara R-A, Dhaka",Apartment,32000.0,3 ,4 ,"1,950 ",Dhaka,Bashundhara R-A
"South Banasree Project, Banasree, Dhaka",Apartment,30000.0,4 ,3 ,"2,200 ",Dhaka,Banasree
"Block A, Bashundhara R-A, Dhaka",Apartment,100000.0,3 ,3 ,"3,000 ",Dhaka,Bashundhara R-A
"Shyamoli, Dhaka",Apartment,17000.0,2 ,2 ,720 ,Dhaka,Shyamoli
"Block E, Banasree, Dhaka",Apartment,26000.0,3 ,3 ,"1,300 ",Dhaka,Banasree
"Pallabi, Mirpur, Dhaka",Apartment,24000.0,3 ,3 ,"1,250 ",Dhaka,Mirpur
"Mohammadpur, Dhaka",Apartment,70000.0,3 ,3 ,"2,088 ",Dhaka,Mohammadpur
"25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,40000.0,3 ,3 ,"1,600 ",Chattogram,Double Mooring
"Mousumi Residential Area, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,17000.0,3 ,3 ,"1,300 ",Chattogram,Double Mooring
"Muradpur, Chattogram",Apartment,15000.0,2 ,2 ,850 ,Chattogram,Muradpur
"Sector 2, Block E, Aftab Nagar, Dhaka",Apartment,22000.0,3 ,3 ,"1,300 ",Dhaka,Aftab Nagar
"Block I, Bashundhara R-A, Dhaka",Apartment,25000.0,3 ,3 ,"1,500 ",Dhaka,Bashundhara R-A
"Mirpur, Dhaka",Apartment,15000.0,3 ,2 ,"1,100 ",Dhaka,Mirpur
"Gulshan 2, Gulshan, Dhaka",Apartment,120000.0,3 ,3 ,"3,000 ",Dhaka,Gulshan
"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,30000.0,2 ,4 ,"1,350 ",Chattogram,Khulshi
"Khilbari Tek, Badda, Dhaka",Apartment,13000.0,2 ,2 ,850 ,Dhaka,Badda
"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,35000.0,3 ,3 ,"1,450 ",Chattogram,Khulshi
"Nandan Kanan, 22 No. Enayet Bazaar Ward, Chattogram",Apartment,22000.0,3 ,2 ,"1,200 ",Chattogram,22 No. Enayet Bazaar Ward
"Mohammadpur, Dhaka",Apartment,25000.0,3 ,3 ,"1,400 ",Dhaka,Mohammadpur
"Gulshan 1, Gulshan, Dhaka",Apartment,220000.00000000003,4 ,4 ,"3,150 ",Dhaka,Gulshan
"Block C, Khilgaon, Dhaka",Apartment,20000.0,3 ,2 ,"1,100 ",Dhaka,Khilgaon
"Sector 2, Block E, Aftab Nagar, Dhaka",Apartment,26000.0,3 ,3 ,"1,600 ",Dhaka,Aftab Nagar
"Malibagh, Dhaka",Apartment,22000.0,3 ,2 ,"1,100 ",Dhaka,Malibagh
"Shyamoli, Dhaka",Apartment,20000.0,3 ,3 ,"1,250 ",Dhaka,Shyamoli
"Sector 4, Uttara, Dhaka",Apartment,80000.0,1 Bed,2 ,700 ,Dhaka,Uttara
"Gulshan 2, Gulshan, Dhaka",Apartment,130000.0,3 ,3 ,"2,250 ",Dhaka,Gulshan
"Sector 1, Block G, Aftab Nagar, Dhaka",Apartment,20000.0,3 ,3 ,"1,400 ",Dhaka,Aftab Nagar
"Banani, Dhaka",Apartment,150000.0,3 ,3 ,"2,450 ",Dhaka,Banani
"Gulshan 2, Gulshan, Dhaka",Apartment,450000.0,4 ,4 ,"4,000 ",Dhaka,Gulshan
"Block L, Bashundhara R-A, Dhaka",Apartment,20000.0,2 ,2 ,900 ,Dhaka,Bashundhara R-A
"Sector 6, Uttara, Dhaka",Apartment,60000.0,3 ,3 ,"2,300 ",Dhaka,Uttara
"Sector 1, Block E, Aftab Nagar, Dhaka",Apartment,25000.0,3 ,3 ,"1,440 ",Dhaka,Aftab Nagar
"Sector 12, Uttara, Dhaka",Apartment,26000.0,3 ,3 ,"1,600 ",Dhaka,Uttara
"Sector 5, Uttara, Dhaka",Apartment,30000.0,3 ,3 ,"1,400 ",Dhaka,Uttara
"Gulshan 2, Gulshan, Dhaka",Apartment,260000.0,4 ,4 ,"5,000 ",Dhaka,Gulshan
"Sector 1, Block F, Aftab Nagar, Dhaka",Apartment,20000.0,3 ,3 ,"1,250 ",Dhaka,Aftab Nagar
"Block D, Mohanagar Housing, West Rampura, Rampura, Dhaka",Apartment,30000.0,3 ,3 ,"1,452 ",Dhaka,Rampura
"Block L, Bashundhara R-A, Dhaka",Apartment,50000.0,4 ,5 ,"3,200 ",Dhaka,Bashundhara R-A
"North Shahjahanpur, Dhaka",Apartment,25000.0,3 ,3 ,"1,100 ",Dhaka,North Shahjahanpur
"Sector 11, Uttara, Dhaka",Apartment,35000.0,3 ,3 ,"1,556 ",Dhaka,Uttara
"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,13000.0,2 ,2 ,800 ,Dhaka,Mirpur
"Mirpur, Dhaka",Apartment,22000.0,3 ,4 ,"1,300 ",Dhaka,Mirpur
"Dhanmondi, Dhaka",Apartment,55000.0,3 ,3 ,"2,300 ",Dhaka,Dhanmondi
"East Kazipara, Mirpur, Dhaka",Apartment,20000.0,3 ,3 ,"1,300 ",Dhaka,Mirpur
"Block B, Section 12, Mirpur, Dhaka",Apartment,16000.0,2 ,2 ,650 ,Dhaka,Mirpur
"South Khulshi, Khulshi, Chattogram",Apartment,30000.0,3 ,4 ,"1,700 ",Chattogram,Khulshi
"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,30000.0,3 ,3 ,"1,600 ",Dhaka,Adabor
"Rajabazar, Tejgaon, Dhaka",Apartment,30000.0,3 ,3 ,"1,450 ",Dhaka,Tejgaon
"Middle Badda, Badda, Dhaka",Apartment,30000.0,3 ,3 ,"1,340 ",Dhaka,Badda
"Block G, Bashundhara R-A, Dhaka",Apartment,30000.0,3 ,3 ,"1,500 ",Dhaka,Bashundhara R-A
"1st Colony, Mirpur, Dhaka",Apartment,30000.0,3 ,3 ,"1,500 ",Dhaka,Mirpur
"Block C, Bashundhara R-A, Dhaka",Apartment,30000.0,3 ,3 ,"1,800 ",Dhaka,Bashundhara R-A
"Gulshan 1, Gulshan, Dhaka",Apartment,90000.0,3 ,3 ,"2,400 ",Dhaka,Gulshan
"Middle Paikpara, Mirpur, Dhaka",Apartment,11000.0,2 ,2 ,600 ,Dhaka,Mirpur
"Block H, Bashundhara R-A, Dhaka",Apartment,20000.0,2 ,2 ,800 ,Dhaka,Bashundhara R-A
"South Badda, Badda, Dhaka",Apartment,40000.0,3 ,3 ,"1,600 ",Dhaka,Badda
"South Khulshi, Khulshi, Chattogram",Apartment,60000.0,3 ,4 ,"2,000 ",Chattogram,Khulshi
"Agargaon, Dhaka",Apartment,20000.0,3 ,3 ,"1,200 ",Dhaka,Agargaon
"Block H, Bashundhara R-A, Dhaka",Apartment,18000.0,2 ,2 ,900 ,Dhaka,Bashundhara R-A
"Khilgaon, Dhaka",Apartment,28000.0,3 ,3 ,"1,250 ",Dhaka,Khilgaon
"Kalabagan, Dhaka",Apartment,50000.0,3 ,4 ,"1,775 ",Dhaka,Kalabagan
"Mohammadi Housing LTD., Mohammadpur, Dhaka",Apartment,15000.0,2 ,2 ,700 ,Dhaka,Mohammadpur
"Dhanmondi, Dhaka",Apartment,50000.0,3 ,3 ,"2,200 ",Dhaka,Dhanmondi
"Madhya Ajampur, Dakshin Khan, Dhaka",Apartment,20000.0,3 ,2 ,"1,200 ",Dhaka,Dakshin Khan
"Gulshan 2, Gulshan, Dhaka",Apartment,150000.0,4 ,4 ,"3,200 ",Dhaka,Gulshan
"Nasirabad Housing Society, Muradpur, Chattogram",Apartment,40000.0,3 ,3 ,"2,000 ",Chattogram,Muradpur
"24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,20000.0,3 ,3 ,"1,200 ",Chattogram,Double Mooring
"East Rampura, Rampura, Dhaka",Apartment,20000.0,3 ,3 ,"1,330 ",Dhaka,Rampura
"Shyamoli, Dhaka",Apartment,28000.0,3 ,4 ,"1,700 ",Dhaka,Shyamoli
"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,80000.0,4 ,5 ,"2,800 ",Chattogram,Khulshi
"Sector 4, Uttara, Dhaka",Apartment,70000.0,4 ,4 ,"2,200 ",Dhaka,Uttara
"Block L, Bashundhara R-A, Dhaka",Apartment,23000.0,3 ,4 ,"1,850 ",Dhaka,Bashundhara R-A
"Block K, Baridhara, Dhaka",Apartment,400000.0,4 ,5 ,"6,300 ",Dhaka,Baridhara
"24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,20000.0,3 ,3 ,"1,250 ",Chattogram,Double Mooring
"Mohammadpur, Dhaka",Apartment,16000.0,2 ,2 ,720 ,Dhaka,Mohammadpur
"Shyamoli, Dhaka",Apartment,30000.0,3 ,4 ,"1,750 ",Dhaka,Shyamoli
"Matikata, Cantonment, Dhaka",Apartment,25000.0,3 ,3 ,"1,319 ",Dhaka,Cantonment
"South Badda, Badda, Dhaka",Duplex,60000.0,4 ,5 ,"3,000 ",Dhaka,Badda
"Nurer Chala, Badda, Dhaka",Apartment,22000.0,4 ,3 ,"1,300 ",Dhaka,Badda
"Gulshan 2, Gulshan, Dhaka",Apartment,140000.0,4 ,4 ,"2,800 ",Dhaka,Gulshan
"Shukrabad, Dhanmondi, Dhaka",Apartment,28000.0,3 ,3 ,"1,300 ",Dhaka,Dhanmondi
"Hatirpool, Dhaka",Apartment,30000.0,3 ,3 ,"1,288 ",Dhaka,Hatirpool
"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",Apartment,12000.0,2 ,2 ,700 ,Dhaka,Mohammadpur
"South Khulshi, Khulshi, Chattogram",Apartment,30000.0,3 ,4 ,"1,400 ",Chattogram,Khulshi
"Block A, Bashundhara R-A, Dhaka",Apartment,30000.0,3 ,3 ,"1,400 ",Dhaka,Bashundhara R-A
"East Kazipara, Mirpur, Dhaka",Apartment,20000.0,3 ,3 ,"1,200 ",Dhaka,Mirpur
"Cantonment, Dhaka",Apartment,15000.0,3 ,3 ,"1,250 ",Dhaka,Cantonment
"Taltola, Khilgaon, Dhaka",Apartment,21000.0,3 ,3 ,"1,320 ",Dhaka,Khilgaon
"Dhanmondi, Dhaka",Apartment,60000.0,3 ,4 ,"2,100 ",Dhaka,Dhanmondi
"Avenue 5, Block C, Section 11, Mirpur, Dhaka",Apartment,19000.0,3 ,3 ,"1,250 ",Dhaka,Mirpur
"Malibagh, Dhaka",Apartment,20000.0,2 ,2 ,"1,050 ",Dhaka,Malibagh
"Ibrahimpur, Dhaka",Apartment,19000.0,3 ,2 ,950 ,Dhaka,Ibrahimpur
"Mohammadia Housing Society, Mohammadpur, Dhaka",Apartment,15500.0,2 ,1 Bath,700 ,Dhaka,Mohammadpur
"Sector 7, Uttara, Dhaka",Apartment,65000.0,3 ,4 ,"1,550 ",Dhaka,Uttara
"Paikpara, Mirpur, Dhaka",Apartment,14000.0,2 ,2 ,783 ,Dhaka,Mirpur
"Banani, Dhaka",Apartment,75000.0,3 ,4 ,"1,700 ",Dhaka,Banani
"Block K, Bashundhara R-A, Dhaka",Apartment,20000.0,3 ,3 ,"1,350 ",Dhaka,Bashundhara R-A
"Janata Housing, Sher- E- Banglanagar, West Agargaon, Agargaon, Dhaka",Apartment,26000.0,3 ,3 ,"1,530 ",Dhaka,Agargaon
"Sector 6, Uttara, Dhaka",Apartment,50000.0,4 ,4 ,"2,100 ",Dhaka,Uttara
"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,16500.0,3 ,2 ,"1,100 ",Dhaka,Mirpur
"Janata Housing, Sher- E- Banglanagar, West Agargaon, Agargaon, Dhaka",Apartment,26000.0,3 ,3 ,"1,530 ",Dhaka,Agargaon
"South Banasree Project, Banasree, Dhaka",Apartment,22000.0,3 ,3 ,"1,300 ",Dhaka,Banasree
"Block F, Banasree, Dhaka",Apartment,35000.0,4 ,4 ,"1,700 ",Dhaka,Banasree
"Malibagh, Dhaka",Apartment,18000.0,3 ,2 ,"1,000 ",Dhaka,Malibagh
"Gulshan 2, Gulshan, Dhaka",Apartment,85000.0,3 ,3 ,"2,300 ",Dhaka,Gulshan
"Nikunja 1, Nikunja, Dhaka",Building,300000.0,4 ,5 ,"6,500 ",Dhaka,Nikunja
"Gulshan 2, Gulshan, Dhaka",Apartment,200000.0,3 ,5 ,"3,045 ",Dhaka,Gulshan
"Lake Valley R/A, 9 No. North Pahartali Ward, Chattogram",Apartment,25000.0,3 ,3 ,"1,400 ",Chattogram,9 No. North Pahartali Ward
"Middle Paikpara, Mirpur, Dhaka",Apartment,15000.0,3 ,3 ,"1,100 ",Dhaka,Mirpur
"Shantinagar, Dhaka",Apartment,34000.0,3 ,2 ,"1,400 ",Dhaka,Shantinagar
"Hatirpool, Dhaka",Apartment,40000.0,3 ,4 ,"1,900 ",Dhaka,Hatirpool
"Banani, Dhaka",Apartment,80000.0,3 ,3 ,"1,920 ",Dhaka,Banani
"Block B, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",Apartment,20000.0,4 ,4 ,"1,600 ",Dhaka,Mohammadpur
"24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,15000.0,2 ,2 ,"1,000 ",Chattogram,Double Mooring
"Block C, Bashundhara R-A, Dhaka",Apartment,25000.0,3 ,3 ,"1,450 ",Dhaka,Bashundhara R-A
"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,18000.0,3 ,3 ,"1,250 ",Dhaka,Mirpur
"Manikdi, Cantonment, Dhaka",Apartment,30000.0,3 ,3 ,"1,475 ",Dhaka,Cantonment
"Taltola, Khilgaon, Dhaka",Apartment,30000.0,3 ,3 ,"1,600 ",Dhaka,Khilgaon
"Middle Paikpara, Mirpur, Dhaka",Apartment,15000.0,3 ,3 ,"1,250 ",Dhaka,Mirpur
"Shantinagar, Dhaka",Apartment,40000.0,3 ,3 ,"1,860 ",Dhaka,Shantinagar
"Kathalbagan, Dhaka",Apartment,26000.0,3 ,2 ,"1,200 ",Dhaka,Kathalbagan
"South Khulshi, Khulshi, Chattogram",Apartment,25000.0,3 ,4 ,"1,500 ",Chattogram,Khulshi
"Taltola, Agargaon, Dhaka",Apartment,30000.0,4 ,4 ,"1,750 ",Dhaka,Agargaon
"Taltola, Khilgaon, Dhaka",Apartment,15000.0,2 ,2 ,860 ,Dhaka,Khilgaon
"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,18000.0,3 ,3 ,"1,250 ",Dhaka,Mirpur
"East Ahmed Nagar, Ahmed Nagar, Mirpur, Dhaka",Apartment,18000.0,3 ,3 ,"1,393 ",Dhaka,Mirpur
"Nikunja 2, Nikunja, Dhaka",Apartment,18000.0,2 ,2 ,750 ,Dhaka,Nikunja
"Maghbazar, Dhaka",Apartment,35000.0,3 ,3 ,"1,589 ",Dhaka,Maghbazar
"Block G, Bashundhara R-A, Dhaka",Apartment,75000.0,4 ,5 ,"3,100 ",Dhaka,Bashundhara R-A
"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,16000.0,2 ,2 ,850 ,Dhaka,Mirpur
"Block D, Bashundhara R-A, Dhaka",Apartment,50000.0,3 ,4 ,"2,100 ",Dhaka,Bashundhara R-A
"Gulshan 2, Gulshan, Dhaka",Apartment,220000.00000000003,3 ,4 ,"4,000 ",Dhaka,Gulshan
"Uttar Badda, Badda, Dhaka",Apartment,25000.0,3 ,2 ,"1,127 ",Dhaka,Badda
"Khilbari Tek, Badda, Dhaka",Apartment,24000.0,3 ,3 ,"1,300 ",Dhaka,Badda
"Mohammadi Housing LTD., Mohammadpur, Dhaka",Apartment,13000.0,2 ,2 ,600 ,Dhaka,Mohammadpur
"Block K, Baridhara, Dhaka",Apartment,250000.0,3 ,3 ,"2,500 ",Dhaka,Baridhara
"Kallyanpur, Mirpur, Dhaka",Apartment,20000.0,3 ,3 ,"1,150 ",Dhaka,Mirpur
"Gulshan 2, Gulshan, Dhaka",Apartment,350000.0,4 ,4 ,"4,500 ",Dhaka,Gulshan
"Malibagh, Dhaka",Apartment,16000.0,2 ,2 ,850 ,Dhaka,Malibagh
"Paharika R/A, Raufabad Residential Area, Bayazid, Chattogram",Apartment,12000.0,2 ,2 ,900 ,Chattogram,Bayazid
"Hazaribag, Dhaka",Apartment,16000.0,2 ,2 ,900 ,Dhaka,Hazaribag
"Mohammadpur, Dhaka",Apartment,16000.0,2 ,2 ,720 ,Dhaka,Mohammadpur
"Sector 7, Uttara, Dhaka",Apartment,85000.0,3 ,4 ,"1,900 ",Dhaka,Uttara
"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",Apartment,22000.0,3 ,3 ,"1,250 ",Dhaka,Mohammadpur
"Baridhara, Dhaka",Apartment,140000.0,3 ,3 ,"1,921 ",Dhaka,Baridhara
"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,35000.0,3 ,3 ,"1,750 ",Chattogram,Khulshi
"PC Culture Housing, Mohammadpur, Dhaka",Apartment,18000.0,3 ,3 ,"1,500 ",Dhaka,Mohammadpur
"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,16000.0,3 ,4 ,"1,654 ",Dhaka,Uttara
"Abdur Rafique Housing Society, Shekhertek, Mohammadpur, Dhaka",Apartment,13000.0,2 ,2 ,650 ,Dhaka,Mohammadpur
"Sector 12, Uttara, Dhaka",Apartment,90000.0,4 ,4 ,"2,170 ",Dhaka,Uttara
"Mohammadpur, Dhaka",Apartment,17000.0,2 ,2 ,720 ,Dhaka,Mohammadpur
"PC Culture Housing, Mohammadpur, Dhaka",Apartment,26000.0,3 ,3 ,"1,435 ",Dhaka,Mohammadpur
"Motijheel, Dhaka",Apartment,30000.0,3 ,3 ,"1,500 ",Dhaka,Motijheel
"Khilkhet, Dhaka",Apartment,18000.0,3 ,2 ,"1,250 ",Dhaka,Khilkhet
"Block C, Bashundhara R-A, Dhaka",Apartment,40000.0,3 ,4 ,"2,150 ",Dhaka,Bashundhara R-A
"Mirpur, Dhaka",Apartment,18000.0,3 ,3 ,"1,400 ",Dhaka,Mirpur
"Block K, Baridhara, Dhaka",Apartment,360000.0,3 ,3 ,"4,000 ",Dhaka,Baridhara
"Turag, Dhaka",Apartment,30000.0,3 ,3 ,"1,750 ",Dhaka,Turag
"Sector 1, Block E, Aftab Nagar, Dhaka",Apartment,30000.0,3 ,3 ,"1,755 ",Dhaka,Aftab Nagar
"Mohammadpur, Dhaka",Apartment,60000.0,3 ,4 ,"2,700 ",Dhaka,Mohammadpur
"Block F, Lalmatia, Dhaka",Apartment,80000.0,3 ,3 ,"2,500 ",Dhaka,Lalmatia
"Madhya Ajampur, Dakshin Khan, Dhaka",Apartment,12500.0,2 ,2 ,700 ,Dhaka,Dakshin Khan
"Block M, South Banasree Project, Banasree, Dhaka",Apartment,18000.0,3 ,2 ,"1,150 ",Dhaka,Banasree
"Farmgate, Tejgaon, Dhaka",Apartment,32000.0,3 ,3 ,"1,350 ",Dhaka,Tejgaon
"Mohammadpur, Dhaka",Apartment,30000.0,3 ,3 ,"1,400 ",Dhaka,Mohammadpur
"Sector 4, Uttara, Dhaka",Apartment,50000.0,3 ,3 ,"2,500 ",Dhaka,Uttara
"PC Culture Housing, Mohammadpur, Dhaka",Apartment,23000.0,3 ,3 ,"1,250 ",Dhaka,Mohammadpur
"Banani, Dhaka",Apartment,145000.0,3 ,4 ,"3,350 ",Dhaka,Banani
"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,18000.0,3 ,3 ,"1,400 ",Chattogram,Double Mooring
"Proshanti R/A, 10 No. North Kattali Ward, Chattogram",Apartment,10000.0,2 ,1 Bath,730 ,Chattogram,10 No. North Kattali Ward
"Abdur Rafique Housing Society, Shekhertek, Mohammadpur, Dhaka",Apartment,17000.0,2 ,2 ,800 ,Dhaka,Mohammadpur
"East Rampura, Rampura, Dhaka",Apartment,18000.0,3 ,3 ,"1,220 ",Dhaka,Rampura
"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",Apartment,35000.0,3 ,4 ,"2,200 ",Dhaka,Mirpur
"Indira Road, Tejgaon, Dhaka",Apartment,27000.0,3 ,2 ,"1,200 ",Dhaka,Tejgaon
"Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,22000.0,3 ,3 ,"1,250 ",Dhaka,Mirpur
"Uttar Badda, Badda, Dhaka",Apartment,20000.0,3 ,3 ,"1,351 ",Dhaka,Badda
"Dhanmondi, Dhaka",Apartment,75000.0,3 ,3 ,"1,850 ",Dhaka,Dhanmondi
"Tajmahal Road, Mohammadpur, Dhaka",Apartment,22000.0,2 ,2 ,850 ,Dhaka,Mohammadpur
"Sayednagar, East Vatara, Vatara, Badda, Dhaka",Apartment,14500.0,2 ,2 ,850 ,Dhaka,Badda
"Banani, Dhaka",Apartment,75000.0,3 ,3 ,"1,700 ",Dhaka,Banani
"Dhanmondi, Dhaka",Apartment,28000.0,3 ,3 ,"1,200 ",Dhaka,Dhanmondi
"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,90000.0,4 ,5 ,"2,200 ",Chattogram,Khulshi
"Abdur Rafique Housing Society, Shekhertek, Mohammadpur, Dhaka",Apartment,15000.0,2 ,2 ,800 ,Dhaka,Mohammadpur
"Lalmatia, Dhaka",Apartment,60000.0,3 ,3 ,"2,500 ",Dhaka,Lalmatia
"Bashundhara R-A, Dhaka",Apartment,17000.0,3 ,3 ,"1,200 ",Dhaka,Bashundhara R-A
"Satarkul, Uttar Badda, Badda, Dhaka",Apartment,17000.0,3 ,3 ,"1,000 ",Dhaka,Badda
"Chowdhuripara, Khilgaon, Dhaka",Apartment,23000.0,2 ,2 ,"1,050 ",Dhaka,Khilgaon
"Dhaka Real Estate, Katashur, Mohammadpur, Dhaka",Apartment,25000.0,3 ,3 ,"1,400 ",Dhaka,Mohammadpur
"Uttar Badda, Badda, Dhaka",Apartment,35000.0,3 ,3 ,"1,762 ",Dhaka,Badda
"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,15000.0,2 ,2 ,850 ,Dhaka,Mirpur
"Mohammadia Housing Society, Mohammadpur, Dhaka",Apartment,22000.0,3 ,3 ,"1,000 ",Dhaka,Mohammadpur
"Mohammadpur, Dhaka",Apartment,15000.0,2 ,2 ,750 ,Dhaka,Mohammadpur
"Eskaton, Dhaka",Apartment,35000.0,3 ,3 ,"1,405 ",Dhaka,Eskaton
"Gulshan 1, Gulshan, Dhaka",Apartment,250000.0,4 ,4 ,"3,200 ",Dhaka,Gulshan
"Middle Badda, Badda, Dhaka",Apartment,30000.0,3 ,3 ,"1,340 ",Dhaka,Badda
"East Rampura, Rampura, Dhaka",Apartment,16000.0,2 ,2 ,750 ,Dhaka,Rampura
"Kalabagan, Dhaka",Apartment,35000.0,3 ,2 ,"1,250 ",Dhaka,Kalabagan
"PC Culture Housing, Mohammadpur, Dhaka",Apartment,17000.0,2 ,2 ,850 ,Dhaka,Mohammadpur
"Block K, Baridhara, Dhaka",Apartment,200000.0,4 ,4 ,"3,200 ",Dhaka,Baridhara
"Ali And Nur Real Estate, Mohammadpur, Dhaka",Apartment,26000.0,3 ,3 ,"1,250 ",Dhaka,Mohammadpur
"Block A, Bashundhara R-A, Dhaka",Apartment,50000.0,3 ,4 ,"1,888 ",Dhaka,Bashundhara R-A
"Tilpapara, Khilgaon, Dhaka",Apartment,32000.0,3 ,3 ,"1,300 ",Dhaka,Khilgaon
"Mirpur, Dhaka",Apartment,15000.0,3 ,3 ,"1,114 ",Dhaka,Mirpur
"Badda, Dhaka",Apartment,20000.0,2 ,2 ,720 ,Dhaka,Badda
"Block A, Bashundhara R-A, Dhaka",Apartment,25000.0,3 ,3 ,"1,400 ",Dhaka,Bashundhara R-A
"Mohammadpur, Dhaka",Apartment,16000.0,2 ,2 ,650 ,Dhaka,Mohammadpur
"Mohammadpur, Dhaka",Apartment,16000.0,2 ,2 ,750 ,Dhaka,Mohammadpur
"Lalbagh, Dhaka",Apartment,35000.0,3 ,3 ,"1,200 ",Dhaka,Lalbagh
Chattogram,Apartment,30000.0,3 ,3 ,"1,450 ",Chattogram,
"Shahjadpur, Badda, Dhaka",Apartment,22000.0,3 ,3 ,"1,200 ",Dhaka,Badda
"Ibrahimpur, Dhaka",Apartment,30000.0,2 ,2 ,800 ,Dhaka,Ibrahimpur
"Kallyanpur, Mirpur, Dhaka",Apartment,20000.0,3 ,3 ,"1,225 ",Dhaka,Mirpur
"Naya Paltan, Motijheel, Dhaka",Apartment,22000.0,2 ,2 ,"1,100 ",Dhaka,Motijheel
"Block K, Baridhara, Dhaka",Apartment,85000.0,3 ,3 ,"2,300 ",Dhaka,Baridhara
"Gulshan 1, Gulshan, Dhaka",Apartment,130000.0,3 ,3 ,"2,550 ",Dhaka,Gulshan
"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,20000.0,4 ,3 ,"1,600 ",Dhaka,Adabor
